sexe;preusuel;annais;dpt;nombre
2;ALICE;1904;55;24
2;ALICE;1904;56;19
2;ALICE;1904;57;38
2;ALICE;1904;58;39
2;ALICE;1904;59;126
2;ALICE;1904;60;39
2;ALICE;1904;61;46
2;ALICE;1904;62;116
2;ALICE;1904;63;38
2;ALICE;1904;64;24
2;ALICE;1904;65;16
2;ALICE;1904;66;9
2;ALICE;1904;67;58
2;ALICE;1904;68;55
2;ALICE;1904;69;30
2;ALICE;1904;70;30
2;ALICE;1904;71;67
2;ALICE;1904;72;89
2;ALICE;1904;73;34
2;ALICE;1904;74;40
2;ALICE;1904;75;418
2;ALICE;1904;76;124
2;ALICE;1904;77;39
2;ALICE;1904;78;73
2;ALICE;1904;79;73
2;ALICE;1904;80;25
2;ALICE;1904;81;36
2;ALICE;1904;82;13
2;ALICE;1904;83;3
2;ALICE;1904;84;3
2;ALICE;1904;85;68
2;ALICE;1904;86;43
2;ALICE;1904;87;22
2;ALICE;1904;88;27
2;ALICE;1904;89;34
2;ALICE;1904;90;11
2;ALICE;1904;971;7
2;ALICE;1904;972;5
2;ALICE;1904;973;3
2;ALICE;1904;974;8
2;ALICE;1905;01;23
2;ALICE;1905;02;37
2;ALICE;1905;03;56
2;ALICE;1905;06;8
2;ALICE;1905;07;26
2;ALICE;1905;08;20
2;ALICE;1905;09;12
2;ALICE;1905;10;22
2;ALICE;1905;11;15
2;ALICE;1905;12;30
2;ALICE;1905;13;15
2;ALICE;1905;14;63
2;ALICE;1905;15;14
2;ALICE;1905;16;19
2;ALICE;1905;17;37
2;ALICE;1905;18;48
2;ALICE;1905;19;11
2;ALICE;1905;21;34
2;ALICE;1905;22;28
2;ALICE;1905;23;49
2;ALICE;1905;24;46
2;ALICE;1905;25;45
2;ALICE;1905;26;20
2;ALICE;1905;27;34
2;ALICE;1905;28;21
2;ALICE;1905;29;24
2;ALICE;1905;30;33
2;ALICE;1905;31;13
2;ALICE;1905;32;16
2;ALICE;1905;33;24
2;ALICE;1905;34;40
2;ALICE;1905;35;23
2;ALICE;1905;36;26
2;ALICE;1905;37;29
2;ALICE;1905;38;55
2;ALICE;1905;39;28
2;ALICE;1905;40;29
2;ALICE;1905;41;39
2;ALICE;1905;42;27
2;ALICE;1905;43;23
2;ALICE;1905;44;34
2;ALICE;1905;45;29
2;ALICE;1905;46;19
2;ALICE;1905;47;19
2;ALICE;1905;48;4
2;ALICE;1905;49;25
2;ALICE;1905;50;63
2;ALICE;1905;51;29
2;ALICE;1905;52;30
2;ALICE;1905;53;30
2;ALICE;1905;54;63
2;ALICE;1905;55;18
2;ALICE;1905;56;26
2;ALICE;1905;57;42
2;ALICE;1905;58;61
2;ALICE;1905;59;125
2;ALICE;1905;60;28
2;ALICE;1905;61;50
2;ALICE;1905;62;107
2;ALICE;1905;63;48
2;ALICE;1905;64;19
2;ALICE;1905;65;12
2;ALICE;1905;66;17
2;ALICE;1905;67;69
2;ALICE;1905;68;65
2;ALICE;1905;69;44
2;ALICE;1905;70;26
2;ALICE;1905;71;69
2;ALICE;1905;72;84
2;ALICE;1905;73;30
2;ALICE;1905;74;52
2;ALICE;1905;75;374
2;ALICE;1905;76;116
2;ALICE;1905;77;27
2;ALICE;1905;78;96
2;ALICE;1905;79;64
2;ALICE;1905;80;27
2;ALICE;1905;81;37
2;ALICE;1905;82;14
2;ALICE;1905;83;3
2;ALICE;1905;84;9
2;ALICE;1905;85;68
2;ALICE;1905;86;48
2;ALICE;1905;87;17
2;ALICE;1905;88;43
2;ALICE;1905;89;32
2;ALICE;1905;90;14
2;ALICE;1905;971;5
2;ALICE;1905;972;13
2;ALICE;1905;974;7
2;ALICE;1906;01;20
2;ALICE;1906;02;39
2;ALICE;1906;03;65
2;ALICE;1906;04;3
2;ALICE;1906;05;5
2;ALICE;1906;06;8
2;ALICE;1906;07;28
2;ALICE;1906;08;21
2;ALICE;1906;09;13
2;ALICE;1906;10;16
2;ALICE;1906;11;19
2;ALICE;1906;12;43
2;ALICE;1906;13;12
2;ALICE;1906;14;41
2;ALICE;1906;15;14
2;ALICE;1906;16;31
2;ALICE;1906;17;42
2;ALICE;1906;18;44
2;ALICE;1906;19;14
2;ALICE;1906;21;38
2;ALICE;1906;22;47
2;ALICE;1906;23;53
2;ALICE;1906;24;41
2;ALICE;1906;25;40
2;ALICE;1906;26;33
2;ALICE;1906;27;46
2;ALICE;1906;28;27
2;ALICE;1906;29;22
2;ALICE;1906;30;38
2;ALICE;1906;31;15
2;ALICE;1906;32;22
2;ALICE;1906;33;20
2;ALICE;1906;34;36
2;ALICE;1906;35;23
2;ALICE;1906;36;33
2;ALICE;1906;37;31
2;ALICE;1906;38;64
2;ALICE;1906;39;23
2;ALICE;1906;40;27
2;ALICE;1906;41;26
2;ALICE;1906;42;39
2;ALICE;1906;43;12
2;ALICE;1906;44;39
2;ALICE;1906;45;45
2;ALICE;1906;46;20
2;ALICE;1906;47;16
2;ALICE;1906;48;4
2;ALICE;1906;49;40
2;ALICE;1906;50;79
2;ALICE;1906;51;34
2;ALICE;1906;52;13
2;ALICE;1906;53;27
2;ALICE;1906;54;69
2;ALICE;1906;55;22
2;ALICE;1906;56;33
2;ALICE;1906;57;39
2;ALICE;1906;58;51
2;ALICE;1906;59;129
2;ALICE;1906;60;22
2;ALICE;1906;61;49
2;ALICE;1906;62;111
2;ALICE;1906;63;56
2;ALICE;1906;64;19
2;ALICE;1906;65;12
2;ALICE;1906;66;19
2;ALICE;1906;67;64
2;ALICE;1906;68;63
2;ALICE;1906;69;49
2;ALICE;1906;70;36
2;ALICE;1906;71;72
2;ALICE;1906;72;58
2;ALICE;1906;73;41
2;ALICE;1906;74;52
2;ALICE;1906;75;356
2;ALICE;1906;76;146
2;ALICE;1906;77;38
2;ALICE;1906;78;90
2;ALICE;1906;79;67
2;ALICE;1906;80;37
2;ALICE;1906;81;37
2;ALICE;1906;82;16
2;ALICE;1906;83;3
2;ALICE;1906;84;3
2;ALICE;1906;85;49
2;ALICE;1906;86;53
2;ALICE;1906;87;23
2;ALICE;1906;88;36
2;ALICE;1906;89;29
2;ALICE;1906;90;12
2;ALICE;1906;971;9
2;ALICE;1906;972;11
2;ALICE;1906;974;4
2;ALICE;1907;01;24
2;ALICE;1907;02;28
2;ALICE;1907;03;55
2;ALICE;1907;04;5
2;ALICE;1907;05;8
2;ALICE;1907;06;9
2;ALICE;1907;07;22
2;ALICE;1907;08;18
2;ALICE;1907;09;9
2;ALICE;1907;10;27
2;ALICE;1907;11;12
2;ALICE;1907;12;40
2;ALICE;1907;13;19
2;ALICE;1907;14;42
2;ALICE;1907;15;11
2;ALICE;1907;16;22
2;ALICE;1907;17;29
2;ALICE;1907;18;45
2;ALICE;1907;19;10
2;ALICE;1907;20;3
2;ALICE;1907;21;38
2;ALICE;1907;22;39
2;ALICE;1907;23;60
2;ALICE;1907;24;37
2;ALICE;1907;25;40
2;ALICE;1907;26;14
2;ALICE;1907;27;47
2;ALICE;1907;28;23
2;ALICE;1907;29;20
2;ALICE;1907;30;30
2;ALICE;1907;31;10
2;ALICE;1907;32;13
2;ALICE;1907;33;25
2;ALICE;1907;34;35
2;ALICE;1907;35;25
2;ALICE;1907;36;43
2;ALICE;1907;37;35
2;ALICE;1907;38;49
2;ALICE;1907;39;35
2;ALICE;1907;40;35
2;ALICE;1907;41;32
2;ALICE;1907;42;27
2;ALICE;1907;43;11
2;ALICE;1907;44;38
2;ALICE;1907;45;41
2;ALICE;1907;46;14
2;ALICE;1907;47;20
2;ALICE;1907;48;4
2;ALICE;1907;49;24
2;ALICE;1907;50;67
2;ALICE;1907;51;35
2;ALICE;1907;52;22
2;ALICE;1907;53;23
2;ALICE;1907;54;55
2;ALICE;1907;55;22
2;ALICE;1907;56;29
2;ALICE;1907;57;29
2;ALICE;1907;58;48
2;ALICE;1907;59;158
2;ALICE;1907;60;32
2;ALICE;1907;61;46
2;ALICE;1907;62;95
2;ALICE;1907;63;47
2;ALICE;1907;64;15
2;ALICE;1907;65;8
2;ALICE;1907;66;16
2;ALICE;1907;67;87
2;ALICE;1907;68;81
2;ALICE;1907;69;34
2;ALICE;1907;70;35
2;ALICE;1907;71;64
2;ALICE;1907;72;77
2;ALICE;1907;73;34
2;ALICE;1907;74;45
2;ALICE;1907;75;375
2;ALICE;1907;76;158
2;ALICE;1907;77;37
2;ALICE;1907;78;66
2;ALICE;1907;79;53
2;ALICE;1907;80;32
2;ALICE;1907;81;33
2;ALICE;1907;82;9
2;ALICE;1907;83;6
2;ALICE;1907;84;13
2;ALICE;1907;85;65
2;ALICE;1907;86;47
2;ALICE;1907;87;20
2;ALICE;1907;88;24
2;ALICE;1907;89;27
2;ALICE;1907;90;13
2;ALICE;1907;971;8
2;ALICE;1907;972;10
2;ALICE;1907;974;8
2;ALICE;1908;01;30
2;ALICE;1908;02;37
2;ALICE;1908;03;71
2;ALICE;1908;04;4
2;ALICE;1908;05;9
2;ALICE;1908;06;17
2;ALICE;1908;07;26
2;ALICE;1908;08;20
2;ALICE;1908;09;18
2;ALICE;1908;10;20
2;ALICE;1908;11;25
2;ALICE;1908;12;42
2;ALICE;1908;13;13
2;ALICE;1908;14;59
2;ALICE;1908;15;12
2;ALICE;1908;16;33
2;ALICE;1908;17;31
2;ALICE;1908;18;42
2;ALICE;1908;19;12
2;ALICE;1908;21;39
2;ALICE;1908;22;41
2;ALICE;1908;23;44
2;ALICE;1908;24;36
2;ALICE;1908;25;38
2;ALICE;1908;26;24
2;ALICE;1908;27;27
2;ALICE;1908;28;27
2;ALICE;1908;29;28
2;ALICE;1908;30;44
2;ALICE;1908;31;20
2;ALICE;1908;32;24
2;ALICE;1908;33;42
2;ALICE;1908;34;36
2;ALICE;1908;35;20
2;ALICE;1908;36;24
2;ALICE;1908;37;38
2;ALICE;1908;38;50
2;ALICE;1908;39;18
2;ALICE;1908;40;42
2;ALICE;1908;41;40
2;ALICE;1908;42;25
2;ALICE;1908;43;16
2;ALICE;1908;44;35
2;ALICE;1908;45;46
2;ALICE;1908;46;13
2;ALICE;1908;47;21
2;ALICE;1908;48;6
2;ALICE;1908;49;28
2;ALICE;1908;50;88
2;ALICE;1908;51;24
2;ALICE;1908;52;17
2;ALICE;1908;53;33
2;ALICE;1908;54;49
2;ALICE;1908;55;30
2;ALICE;1908;56;17
2;ALICE;1908;57;41
2;ALICE;1908;58;51
2;ALICE;1908;59;132
2;ALICE;1908;60;22
2;ALICE;1908;61;42
2;ALICE;1908;62;116
2;ALICE;1908;63;55
2;ALICE;1908;64;20
2;ALICE;1908;65;13
2;ALICE;1908;66;21
2;ALICE;1908;67;108
2;ALICE;1908;68;93
2;ALICE;1908;69;49
2;ALICE;1908;70;29
2;ALICE;1908;71;90
2;ALICE;1908;72;84
2;ALICE;1908;73;31
2;ALICE;1908;74;49
2;ALICE;1908;75;347
2;ALICE;1908;76;149
2;ALICE;1908;77;30
2;ALICE;1908;78;68
2;ALICE;1908;79;50
2;ALICE;1908;80;26
2;ALICE;1908;81;50
2;ALICE;1908;82;25
2;ALICE;1908;83;5
2;ALICE;1908;84;10
2;ALICE;1908;85;66
2;ALICE;1908;86;64
2;ALICE;1908;87;24
2;ALICE;1908;88;41
2;ALICE;1908;89;24
2;ALICE;1908;90;14
2;ALICE;1908;971;6
2;ALICE;1908;972;15
2;ALICE;1908;974;12
2;ALICE;1909;01;25
2;ALICE;1909;02;33
2;ALICE;1909;03;68
2;ALICE;1909;04;3
2;ALICE;1909;05;12
2;ALICE;1909;06;12
2;ALICE;1909;07;23
2;ALICE;1909;08;14
2;ALICE;1909;09;15
2;ALICE;1909;10;24
2;ALICE;1909;11;32
2;ALICE;1909;12;45
2;ALICE;1909;13;24
2;ALICE;1909;14;39
2;ALICE;1909;15;13
2;ALICE;1909;16;36
2;ALICE;1909;17;27
2;ALICE;1909;18;36
2;ALICE;1909;19;14
2;ALICE;1909;21;32
2;ALICE;1909;22;54
2;ALICE;1909;23;52
2;ALICE;1909;24;37
2;ALICE;1909;25;36
2;ALICE;1909;26;29
2;ALICE;1909;27;36
2;ALICE;1909;28;21
2;ALICE;1909;29;22
2;ALICE;1909;30;36
2;ALICE;1909;31;10
2;ALICE;1909;32;25
2;ALICE;1909;33;27
2;ALICE;1909;34;31
2;ALICE;1909;35;28
2;ALICE;1909;36;29
2;ALICE;1909;37;31
2;ALICE;1909;38;64
2;ALICE;1909;39;31
2;ALICE;1909;40;49
2;ALICE;1909;41;30
2;ALICE;1909;42;35
2;ALICE;1909;43;23
2;ALICE;1909;44;47
2;ALICE;1909;45;38
2;ALICE;1909;46;11
2;ALICE;1909;47;24
2;ALICE;1909;48;6
2;ALICE;1909;49;27
2;ALICE;1909;50;79
2;ALICE;1909;51;33
2;ALICE;1909;52;17
2;ALICE;1909;53;31
2;ALICE;1909;54;66
2;ALICE;1909;55;20
2;ALICE;1909;56;34
2;ALICE;1909;57;40
2;ALICE;1909;58;56
2;ALICE;1909;59;135
2;ALICE;1909;60;24
2;ALICE;1909;61;49
2;ALICE;1909;62;100
2;ALICE;1909;63;56
2;ALICE;1909;64;17
2;ALICE;1909;65;18
2;ALICE;1909;66;18
2;ALICE;1909;67;87
2;ALICE;1909;68;101
2;ALICE;1909;69;53
2;ALICE;1909;70;21
2;ALICE;1909;71;91
2;ALICE;1909;72;76
2;ALICE;1909;73;41
2;ALICE;1909;74;40
2;ALICE;1909;75;328
2;ALICE;1909;76;137
2;ALICE;1909;77;26
2;ALICE;1909;78;68
2;ALICE;1909;79;57
2;ALICE;1909;80;34
2;ALICE;1909;81;41
2;ALICE;1909;82;20
2;ALICE;1909;83;6
2;ALICE;1909;84;7
2;ALICE;1909;85;60
2;ALICE;1909;86;51
2;ALICE;1909;87;30
2;ALICE;1909;88;43
2;ALICE;1909;89;23
2;ALICE;1909;90;16
2;ALICE;1909;971;5
2;ALICE;1909;972;11
2;ALICE;1909;974;15
2;ALICE;1910;01;32
2;ALICE;1910;02;23
2;ALICE;1910;03;52
2;ALICE;1910;04;4
2;ALICE;1910;05;6
2;ALICE;1910;06;14
2;ALICE;1910;07;25
2;ALICE;1910;08;16
2;ALICE;1910;09;13
2;ALICE;1910;10;17
2;ALICE;1910;11;32
2;ALICE;1910;12;42
2;ALICE;1910;13;18
2;ALICE;1910;14;48
2;ALICE;1910;15;14
2;ALICE;1910;16;25
2;ALICE;1910;17;36
2;ALICE;1910;18;39
2;ALICE;1910;19;16
2;ALICE;1910;21;25
2;ALICE;1910;22;41
2;ALICE;1910;23;60
2;ALICE;1910;24;34
2;ALICE;1910;25;42
2;ALICE;1910;26;24
2;ALICE;1910;27;35
2;ALICE;1910;28;23
2;ALICE;1910;29;33
2;ALICE;1910;30;36
2;ALICE;1910;31;27
2;ALICE;1910;32;21
2;ALICE;1910;33;17
2;ALICE;1910;34;39
2;ALICE;1910;35;24
2;ALICE;1910;36;26
2;ALICE;1910;37;20
2;ALICE;1910;38;48
2;ALICE;1910;39;24
2;ALICE;1910;40;29
2;ALICE;1910;41;29
2;ALICE;1910;42;32
2;ALICE;1910;43;20
2;ALICE;1910;44;45
2;ALICE;1910;45;36
2;ALICE;1910;46;23
2;ALICE;1910;47;18
2;ALICE;1910;48;8
2;ALICE;1910;49;25
2;ALICE;1910;50;82
2;ALICE;1910;51;30
2;ALICE;1910;52;19
2;ALICE;1910;53;31
2;ALICE;1910;54;48
2;ALICE;1910;55;21
2;ALICE;1910;56;39
2;ALICE;1910;57;48
2;ALICE;1910;58;49
2;ALICE;1910;59;140
2;ALICE;1910;60;22
2;ALICE;1910;61;44
2;ALICE;1910;62;102
2;ALICE;1910;63;54
2;ALICE;1910;64;23
2;ALICE;1910;65;11
2;ALICE;1910;66;17
2;ALICE;1910;67;88
2;ALICE;1910;68;98
2;ALICE;1910;69;38
2;ALICE;1910;70;25
2;ALICE;1910;71;81
2;ALICE;1910;72;86
2;ALICE;1910;73;51
2;ALICE;1910;74;55
2;ALICE;1910;75;338
2;ALICE;1910;76;129
2;ALICE;1910;77;28
2;ALICE;1910;78;61
2;ALICE;1910;79;60
2;ALICE;1910;80;31
2;ALICE;1910;81;52
2;ALICE;1910;82;22
2;ALICE;1910;83;5
2;ALICE;1910;84;7
2;ALICE;1910;85;56
2;ALICE;1910;86;34
2;ALICE;1910;87;21
2;ALICE;1910;88;38
2;ALICE;1910;89;23
2;ALICE;1910;90;16
2;ALICE;1910;971;6
2;ALICE;1910;972;16
2;ALICE;1910;974;16
2;ALICE;1911;01;33
2;ALICE;1911;02;35
2;ALICE;1911;03;47
2;ALICE;1911;04;4
2;ALICE;1911;05;7
2;ALICE;1911;06;11
2;ALICE;1911;07;20
2;ALICE;1911;08;19
2;ALICE;1911;09;8
2;ALICE;1911;10;21
2;ALICE;1911;11;15
2;ALICE;1911;12;44
2;ALICE;1911;13;20
2;ALICE;1911;14;32
2;ALICE;1911;15;16
2;ALICE;1911;16;30
2;ALICE;1911;17;34
2;ALICE;1911;18;34
2;ALICE;1911;19;10
2;ALICE;1911;21;28
2;ALICE;1911;22;55
2;ALICE;1911;23;47
2;ALICE;1911;24;43
2;ALICE;1911;25;26
2;ALICE;1911;26;20
2;ALICE;1911;27;26
2;ALICE;1911;28;22
2;ALICE;1911;29;38
2;ALICE;1911;30;28
2;ALICE;1911;31;14
2;ALICE;1911;32;24
2;ALICE;1911;33;33
2;ALICE;1911;34;39
2;ALICE;1911;35;29
2;ALICE;1911;36;32
2;ALICE;1911;37;19
2;ALICE;1911;38;57
2;ALICE;1911;39;24
2;ALICE;1911;40;26
2;ALICE;1911;41;33
2;ALICE;1911;42;28
2;ALICE;1911;43;17
2;ALICE;1911;44;23
2;ALICE;1911;45;23
2;ALICE;1911;46;18
2;ALICE;1911;47;20
2;ALICE;1911;48;4
2;ALICE;1911;49;24
2;ALICE;1911;50;80
2;ALICE;1911;51;20
2;ALICE;1911;52;15
2;ALICE;1911;53;31
2;ALICE;1911;54;52
2;ALICE;1911;55;17
2;ALICE;1911;56;25
2;ALICE;1911;57;30
2;ALICE;1911;58;58
2;ALICE;1911;59;109
2;ALICE;1911;60;26
2;ALICE;1911;61;50
2;ALICE;1911;62;89
2;ALICE;1911;63;51
2;ALICE;1911;64;22
2;ALICE;1911;65;9
2;ALICE;1911;66;7
2;ALICE;1911;67;89
2;ALICE;1911;68;92
2;ALICE;1911;69;55
2;ALICE;1911;70;24
2;ALICE;1911;71;74
2;ALICE;1911;72;86
2;ALICE;1911;73;43
2;ALICE;1911;74;42
2;ALICE;1911;75;338
2;ALICE;1911;76;103
2;ALICE;1911;77;38
2;ALICE;1911;78;64
2;ALICE;1911;79;54
2;ALICE;1911;80;35
2;ALICE;1911;81;46
2;ALICE;1911;82;19
2;ALICE;1911;83;6
2;ALICE;1911;84;3
2;ALICE;1911;85;63
2;ALICE;1911;86;42
2;ALICE;1911;87;12
2;ALICE;1911;88;38
2;ALICE;1911;89;19
2;ALICE;1911;90;14
2;ALICE;1911;971;7
2;ALICE;1911;972;11
2;ALICE;1911;973;3
2;ALICE;1911;974;13
2;ALICE;1912;01;21
2;ALICE;1912;02;29
2;ALICE;1912;03;68
2;ALICE;1912;04;9
2;ALICE;1912;05;9
2;ALICE;1912;06;6
2;ALICE;1912;07;28
2;ALICE;1912;08;11
2;ALICE;1912;09;18
2;ALICE;1912;10;13
2;ALICE;1912;11;19
2;ALICE;1912;12;40
2;ALICE;1912;13;25
2;ALICE;1912;14;49
2;ALICE;1912;15;17
2;ALICE;1912;16;25
2;ALICE;1912;17;25
2;ALICE;1912;18;33
2;ALICE;1912;19;13
2;ALICE;1912;21;38
2;ALICE;1912;22;64
2;ALICE;1912;23;47
2;ALICE;1912;24;43
2;ALICE;1912;25;49
2;ALICE;1912;26;20
2;ALICE;1912;27;32
2;ALICE;1912;28;20
2;ALICE;1912;29;33
2;ALICE;1912;30;37
2;ALICE;1912;31;25
2;ALICE;1912;32;20
2;ALICE;1912;33;22
2;ALICE;1912;34;37
2;ALICE;1912;35;33
2;ALICE;1912;36;19
2;ALICE;1912;37;26
2;ALICE;1912;38;50
2;ALICE;1912;39;16
2;ALICE;1912;40;30
2;ALICE;1912;41;26
2;ALICE;1912;42;33
2;ALICE;1912;43;19
2;ALICE;1912;44;32
2;ALICE;1912;45;33
2;ALICE;1912;46;19
2;ALICE;1912;47;23
2;ALICE;1912;48;12
2;ALICE;1912;49;33
2;ALICE;1912;50;78
2;ALICE;1912;51;22
2;ALICE;1912;52;18
2;ALICE;1912;53;24
2;ALICE;1912;54;45
2;ALICE;1912;55;22
2;ALICE;1912;56;32
2;ALICE;1912;57;44
2;ALICE;1912;58;44
2;ALICE;1912;59;109
2;ALICE;1912;60;18
2;ALICE;1912;61;59
2;ALICE;1912;62;100
2;ALICE;1912;63;55
2;ALICE;1912;64;29
2;ALICE;1912;65;13
2;ALICE;1912;66;22
2;ALICE;1912;67;118
2;ALICE;1912;68;88
2;ALICE;1912;69;58
2;ALICE;1912;70;24
2;ALICE;1912;71;69
2;ALICE;1912;72;80
2;ALICE;1912;73;28
2;ALICE;1912;74;46
2;ALICE;1912;75;279
2;ALICE;1912;76;107
2;ALICE;1912;77;31
2;ALICE;1912;78;54
2;ALICE;1912;79;42
2;ALICE;1912;80;27
2;ALICE;1912;81;41
2;ALICE;1912;82;26
2;ALICE;1912;83;7
2;ALICE;1912;84;9
2;ALICE;1912;85;50
2;ALICE;1912;86;39
2;ALICE;1912;87;19
2;ALICE;1912;88;46
2;ALICE;1912;89;22
2;ALICE;1912;90;14
2;ALICE;1912;971;3
2;ALICE;1912;972;6
2;ALICE;1912;974;13
2;ALICE;1913;01;34
2;ALICE;1913;02;19
2;ALICE;1913;03;70
2;ALICE;1913;04;3
2;ALICE;1913;05;7
2;ALICE;1913;06;18
2;ALICE;1913;07;24
2;ALICE;1913;08;20
2;ALICE;1913;09;13
2;ALICE;1913;10;18
2;ALICE;1913;11;24
2;ALICE;1913;12;41
2;ALICE;1913;13;28
2;ALICE;1913;14;46
2;ALICE;1913;15;16
2;ALICE;1913;16;25
2;ALICE;1913;17;19
2;ALICE;1913;18;37
2;ALICE;1913;19;9
2;ALICE;1913;21;36
2;ALICE;1913;22;59
2;ALICE;1913;23;58
2;ALICE;1913;24;59
2;ALICE;1913;25;39
2;ALICE;1913;26;21
2;ALICE;1913;27;39
2;ALICE;1913;28;25
2;ALICE;1913;29;38
2;ALICE;1913;30;42
2;ALICE;1913;31;27
2;ALICE;1913;32;20
2;ALICE;1913;33;22
2;ALICE;1913;34;40
2;ALICE;1913;35;36
2;ALICE;1913;36;26
2;ALICE;1913;37;23
2;ALICE;1913;38;47
2;ALICE;1913;39;26
2;ALICE;1913;40;34
2;ALICE;1913;41;17
2;ALICE;1913;42;29
2;ALICE;1913;43;21
2;ALICE;1913;44;33
2;ALICE;1913;45;30
2;ALICE;1913;46;12
2;ALICE;1913;47;18
2;ALICE;1913;48;6
2;ALICE;1913;49;29
2;ALICE;1913;50;79
2;ALICE;1913;51;27
2;ALICE;1913;52;15
2;ALICE;1913;53;29
2;ALICE;1913;54;50
2;ALICE;1913;55;25
2;ALICE;1913;56;34
2;ALICE;1913;57;49
2;ALICE;1913;58;50
2;ALICE;1913;59;108
2;ALICE;1913;60;19
2;ALICE;1913;61;51
2;ALICE;1913;62;92
2;ALICE;1913;63;61
2;ALICE;1913;64;24
2;ALICE;1913;65;10
2;ALICE;1913;66;15
2;ALICE;1913;67;108
2;ALICE;1913;68;101
2;ALICE;1913;69;47
2;ALICE;1913;70;18
2;ALICE;1913;71;94
2;ALICE;1913;72;92
2;ALICE;1913;73;30
2;ALICE;1913;74;51
2;ALICE;1913;75;268
2;ALICE;1913;76;103
2;ALICE;1913;77;27
2;ALICE;1913;78;55
2;ALICE;1913;79;53
2;ALICE;1913;80;19
2;ALICE;1913;81;44
2;ALICE;1913;82;16
2;ALICE;1913;83;7
2;ALICE;1913;84;3
2;ALICE;1913;85;67
2;ALICE;1913;86;46
2;ALICE;1913;87;24
2;ALICE;1913;88;46
2;ALICE;1913;89;22
2;ALICE;1913;90;20
2;ALICE;1913;971;8
2;ALICE;1913;972;9
2;ALICE;1913;974;15
2;ALICE;1914;01;28
2;ALICE;1914;02;17
2;ALICE;1914;03;58
2;ALICE;1914;05;6
2;ALICE;1914;06;8
2;ALICE;1914;07;25
2;ALICE;1914;08;11
2;ALICE;1914;09;18
2;ALICE;1914;10;23
2;ALICE;1914;11;23
2;ALICE;1914;12;42
2;ALICE;1914;13;18
2;ALICE;1914;14;31
2;ALICE;1914;15;16
2;ALICE;1914;16;22
2;ALICE;1914;17;28
2;ALICE;1914;18;36
2;ALICE;1914;19;19
2;ALICE;1914;21;32
2;ALICE;1914;22;64
2;ALICE;1914;23;41
2;ALICE;1914;24;59
2;ALICE;1914;25;38
2;ALICE;1914;26;30
2;ALICE;1914;27;28
2;ALICE;1914;28;8
2;ALICE;1914;29;37
2;ALICE;1914;30;39
2;ALICE;1914;31;27
2;ALICE;1914;32;19
2;ALICE;1914;33;25
2;ALICE;1914;34;44
2;ALICE;1914;35;20
2;ALICE;1914;36;20
2;ALICE;1914;37;23
2;ALICE;1914;38;41
2;ALICE;1914;39;27
2;ALICE;1914;40;39
2;ALICE;1914;41;27
2;ALICE;1914;42;26
2;ALICE;1914;43;21
2;ALICE;1914;44;30
2;ALICE;1914;45;33
2;ALICE;1914;46;12
2;ALICE;1914;47;10
2;ALICE;1914;48;9
2;ALICE;1914;49;23
2;ALICE;1914;50;59
2;ALICE;1914;51;21
2;ALICE;1914;52;18
2;ALICE;1914;53;32
2;ALICE;1914;54;57
2;ALICE;1914;55;15
2;ALICE;1914;56;37
2;ALICE;1914;57;33
2;ALICE;1914;58;45
2;ALICE;1914;59;97
2;ALICE;1914;60;16
2;ALICE;1914;61;40
2;ALICE;1914;62;116
2;ALICE;1914;63;52
2;ALICE;1914;64;25
2;ALICE;1914;65;19
2;ALICE;1914;66;23
2;ALICE;1914;67;109
2;ALICE;1914;68;90
2;ALICE;1914;69;41
2;ALICE;1914;70;16
2;ALICE;1914;71;87
2;ALICE;1914;72;70
2;ALICE;1914;73;34
2;ALICE;1914;74;57
2;ALICE;1914;75;254
2;ALICE;1914;76;106
2;ALICE;1914;77;16
2;ALICE;1914;78;53
2;ALICE;1914;79;38
2;ALICE;1914;80;19
2;ALICE;1914;81;39
2;ALICE;1914;82;22
2;ALICE;1914;83;4
2;ALICE;1914;84;5
2;ALICE;1914;85;53
2;ALICE;1914;86;37
2;ALICE;1914;87;23
2;ALICE;1914;88;32
2;ALICE;1914;89;22
2;ALICE;1914;90;7
2;ALICE;1914;972;6
2;ALICE;1914;973;3
2;ALICE;1914;974;14
2;ALICE;1915;01;10
2;ALICE;1915;02;11
2;ALICE;1915;03;33
2;ALICE;1915;05;7
2;ALICE;1915;06;5
2;ALICE;1915;07;23
2;ALICE;1915;08;3
2;ALICE;1915;09;8
2;ALICE;1915;10;10
2;ALICE;1915;11;9
2;ALICE;1915;12;16
2;ALICE;1915;13;11
2;ALICE;1915;14;20
2;ALICE;1915;15;15
2;ALICE;1915;16;10
2;ALICE;1915;17;9
2;ALICE;1915;18;19
2;ALICE;1915;19;11
2;ALICE;1915;20;4
2;ALICE;1915;21;8
2;ALICE;1915;22;47
2;ALICE;1915;23;26
2;ALICE;1915;24;35
2;ALICE;1915;25;17
2;ALICE;1915;26;12
2;ALICE;1915;27;16
2;ALICE;1915;28;10
2;ALICE;1915;29;16
2;ALICE;1915;30;17
2;ALICE;1915;31;12
2;ALICE;1915;32;11
2;ALICE;1915;33;10
2;ALICE;1915;34;23
2;ALICE;1915;35;12
2;ALICE;1915;36;14
2;ALICE;1915;37;16
2;ALICE;1915;38;33
2;ALICE;1915;39;14
2;ALICE;1915;40;23
