sexe;preusuel;annais;dpt;nombre
2;ALFREDA;1947;59;12
2;ALFREDA;1947;62;18
2;ALFREDA;1948;59;11
2;ALFREDA;1948;62;15
2;ALFREDA;1949;59;9
2;ALFREDA;1949;62;11
2;ALFREDA;1949;974;3
2;ALFREDA;1950;59;12
2;ALFREDA;1950;62;8
2;ALFREDA;1951;59;7
2;ALFREDA;1951;62;6
2;ALFREDA;1952;59;4
2;ALFREDA;1952;62;4
2;ALFREDA;1953;59;4
2;ALFREDA;1953;62;6
2;ALFREDA;1954;59;6
2;ALFREDA;1954;974;3
2;ALFREDA;1955;62;4
2;ALFREDA;1956;59;5
2;ALFREDA;1956;62;5
2;ALFREDA;1957;59;6
2;ALFREDA;1958;59;3
2;ALFREDA;1958;62;3
2;ALFREDA;1958;974;3
2;ALFREDA;1960;62;4
2;ALFREDA;1961;59;4
2;ALFREDA;1962;59;5
2;ALFREDA;1964;974;3
2;ALFREDA;XXXX;XX;789
2;ALFRÉDA;1920;59;3
2;ALFRÉDA;1925;59;3
2;ALFRÉDA;1927;62;3
2;ALFRÉDA;XXXX;XX;35
2;ALFREDE;1902;75;3
2;ALFREDE;XXXX;XX;177
2;ALFREDINE;1900;60;3
2;ALFREDINE;1900;75;3
2;ALFREDINE;1900;76;8
2;ALFREDINE;1900;80;6
2;ALFREDINE;1901;02;4
2;ALFREDINE;1901;27;4
2;ALFREDINE;1901;60;13
2;ALFREDINE;1901;62;3
2;ALFREDINE;1901;76;8
2;ALFREDINE;1901;80;9
2;ALFREDINE;1902;27;3
2;ALFREDINE;1902;60;8
2;ALFREDINE;1902;62;3
2;ALFREDINE;1902;76;6
2;ALFREDINE;1902;80;13
2;ALFREDINE;1903;60;3
2;ALFREDINE;1903;76;4
2;ALFREDINE;1903;80;5
2;ALFREDINE;1904;02;3
2;ALFREDINE;1904;14;3
2;ALFREDINE;1904;27;3
2;ALFREDINE;1904;60;7
2;ALFREDINE;1904;76;3
2;ALFREDINE;1904;78;3
2;ALFREDINE;1904;80;6
2;ALFREDINE;1905;60;11
2;ALFREDINE;1905;76;4
2;ALFREDINE;1905;80;9
2;ALFREDINE;1906;60;6
2;ALFREDINE;1906;76;5
2;ALFREDINE;1906;80;5
2;ALFREDINE;1907;02;3
2;ALFREDINE;1907;60;7
2;ALFREDINE;1907;75;4
2;ALFREDINE;1907;76;6
2;ALFREDINE;1907;80;9
2;ALFREDINE;1908;02;5
2;ALFREDINE;1908;14;3
2;ALFREDINE;1908;60;3
2;ALFREDINE;1908;76;4
2;ALFREDINE;1908;80;4
2;ALFREDINE;1909;02;5
2;ALFREDINE;1909;60;6
2;ALFREDINE;1909;76;7
2;ALFREDINE;1909;80;6
2;ALFREDINE;1910;02;3
2;ALFREDINE;1910;60;5
2;ALFREDINE;1910;76;4
2;ALFREDINE;1910;80;7
2;ALFREDINE;1911;02;3
2;ALFREDINE;1911;14;3
2;ALFREDINE;1911;60;3
2;ALFREDINE;1911;76;14
2;ALFREDINE;1911;80;6
2;ALFREDINE;1912;02;4
2;ALFREDINE;1912;27;4
2;ALFREDINE;1912;60;6
2;ALFREDINE;1912;76;5
2;ALFREDINE;1912;80;6
2;ALFREDINE;1913;02;3
2;ALFREDINE;1913;60;6
2;ALFREDINE;1913;76;3
2;ALFREDINE;1914;60;3
2;ALFREDINE;1914;76;6
2;ALFREDINE;1914;80;3
2;ALFREDINE;1915;76;6
2;ALFREDINE;1915;80;6
2;ALFREDINE;1916;60;3
2;ALFREDINE;1917;75;5
2;ALFREDINE;1917;76;3
2;ALFREDINE;1919;80;3
2;ALFREDINE;1920;60;3
2;ALFREDINE;1920;76;10
2;ALFREDINE;1921;14;3
2;ALFREDINE;1921;60;3
2;ALFREDINE;1922;80;3
2;ALFREDINE;1923;60;5
2;ALFREDINE;1923;76;3
2;ALFREDINE;1923;80;5
2;ALFREDINE;1924;02;3
2;ALFREDINE;1924;76;4
2;ALFREDINE;1925;60;3
2;ALFREDINE;1925;76;8
2;ALFREDINE;1926;76;3
2;ALFREDINE;1927;76;3
2;ALFREDINE;1928;02;3
2;ALFREDINE;1929;76;6
2;ALFREDINE;1930;14;3
2;ALFREDINE;1930;76;3
2;ALFREDINE;1934;60;3
2;ALFREDINE;1937;62;3
2;ALFREDINE;XXXX;XX;539
2;ALGIA;XXXX;XX;60
2;ALHANA;XXXX;XX;20
2;ALHENA;XXXX;XX;41
2;ALHÉNA;XXXX;XX;22
2;ALHYA;XXXX;XX;97
2;ALI;XXXX;XX;34
2;ALIA;1954;75;3
2;ALIA;1965;69;3
2;ALIA;1972;75;3
2;ALIA;1973;69;3
2;ALIA;1974;69;4
2;ALIA;1977;75;3
2;ALIA;1983;75;3
2;ALIA;1984;75;3
2;ALIA;1989;75;5
2;ALIA;1989;95;3
2;ALIA;1990;75;3
2;ALIA;1990;95;3
2;ALIA;1993;83;3
2;ALIA;1994;59;3
2;ALIA;1995;59;3
2;ALIA;1995;75;3
2;ALIA;1996;13;3
2;ALIA;1996;59;3
2;ALIA;1996;75;4
2;ALIA;1996;92;4
2;ALIA;1996;93;3
2;ALIA;1997;59;3
2;ALIA;1997;75;6
2;ALIA;1998;59;3
2;ALIA;1998;75;3
2;ALIA;1999;75;4
2;ALIA;2000;13;5
2;ALIA;2000;33;3
2;ALIA;2000;92;6
2;ALIA;2000;93;5
2;ALIA;2001;13;4
2;ALIA;2001;42;3
2;ALIA;2001;75;7
2;ALIA;2001;92;5
2;ALIA;2001;93;3
2;ALIA;2002;13;5
2;ALIA;2002;31;4
2;ALIA;2002;59;3
2;ALIA;2002;69;5
2;ALIA;2002;75;9
2;ALIA;2002;77;3
2;ALIA;2002;78;3
2;ALIA;2002;91;3
2;ALIA;2002;92;7
2;ALIA;2002;93;6
2;ALIA;2002;94;4
2;ALIA;2003;06;3
2;ALIA;2003;13;4
2;ALIA;2003;34;5
2;ALIA;2003;38;6
2;ALIA;2003;59;5
2;ALIA;2003;69;4
2;ALIA;2003;75;6
2;ALIA;2003;78;4
2;ALIA;2003;93;7
2;ALIA;2003;94;3
2;ALIA;2003;95;5
2;ALIA;2004;13;3
2;ALIA;2004;21;3
2;ALIA;2004;26;3
2;ALIA;2004;31;3
2;ALIA;2004;59;5
2;ALIA;2004;69;3
2;ALIA;2004;75;10
2;ALIA;2004;84;3
2;ALIA;2004;91;3
2;ALIA;2004;93;8
2;ALIA;2004;94;7
2;ALIA;2005;06;5
2;ALIA;2005;13;6
2;ALIA;2005;59;5
2;ALIA;2005;68;3
2;ALIA;2005;69;10
2;ALIA;2005;76;3
2;ALIA;2005;77;5
2;ALIA;2005;94;5
2;ALIA;2005;95;6
2;ALIA;2006;34;7
2;ALIA;2006;59;5
2;ALIA;2006;69;4
2;ALIA;2006;75;7
2;ALIA;2006;91;3
2;ALIA;2006;92;7
2;ALIA;2006;93;6
2;ALIA;2006;95;6
2;ALIA;2007;13;3
2;ALIA;2007;14;4
2;ALIA;2007;34;3
2;ALIA;2007;38;4
2;ALIA;2007;49;3
2;ALIA;2007;57;3
2;ALIA;2007;59;3
2;ALIA;2007;62;3
2;ALIA;2007;69;3
2;ALIA;2007;75;3
2;ALIA;2007;78;5
2;ALIA;2007;80;3
2;ALIA;2007;83;3
2;ALIA;2007;92;7
2;ALIA;2007;93;7
2;ALIA;2007;95;4
2;ALIA;2008;13;7
2;ALIA;2008;30;4
2;ALIA;2008;34;3
2;ALIA;2008;62;3
2;ALIA;2008;67;3
2;ALIA;2008;69;11
2;ALIA;2008;75;15
2;ALIA;2008;91;6
2;ALIA;2008;92;6
2;ALIA;2008;93;17
2;ALIA;2008;94;4
2;ALIA;2008;95;5
2;ALIA;2009;13;6
2;ALIA;2009;31;4
2;ALIA;2009;34;5
2;ALIA;2009;38;4
2;ALIA;2009;59;6
2;ALIA;2009;67;5
2;ALIA;2009;69;6
2;ALIA;2009;72;4
2;ALIA;2009;75;5
2;ALIA;2009;76;5
2;ALIA;2009;92;6
2;ALIA;2009;93;7
2;ALIA;2009;95;5
2;ALIA;2010;30;3
2;ALIA;2010;34;9
2;ALIA;2010;57;5
2;ALIA;2010;59;6
2;ALIA;2010;62;3
2;ALIA;2010;67;3
2;ALIA;2010;69;7
2;ALIA;2010;75;5
2;ALIA;2010;76;3
2;ALIA;2010;78;4
2;ALIA;2010;92;7
2;ALIA;2010;93;4
2;ALIA;2010;94;4
2;ALIA;2010;95;8
2;ALIA;2011;06;4
2;ALIA;2011;13;3
2;ALIA;2011;20;3
2;ALIA;2011;31;5
2;ALIA;2011;42;3
2;ALIA;2011;44;3
2;ALIA;2011;45;4
2;ALIA;2011;59;6
2;ALIA;2011;68;4
2;ALIA;2011;69;8
2;ALIA;2011;75;13
2;ALIA;2011;77;4
2;ALIA;2011;78;4
2;ALIA;2011;83;3
2;ALIA;2011;91;7
2;ALIA;2011;92;11
2;ALIA;2011;93;7
2;ALIA;2011;94;6
2;ALIA;2011;95;7
2;ALIA;2012;13;7
2;ALIA;2012;31;3
2;ALIA;2012;34;4
2;ALIA;2012;44;4
2;ALIA;2012;59;6
2;ALIA;2012;69;11
2;ALIA;2012;74;3
2;ALIA;2012;75;4
2;ALIA;2012;77;5
2;ALIA;2012;78;5
2;ALIA;2012;83;3
2;ALIA;2012;91;3
2;ALIA;2012;92;6
2;ALIA;2012;93;15
2;ALIA;2012;94;4
2;ALIA;2012;95;8
2;ALIA;2013;06;4
2;ALIA;2013;13;7
2;ALIA;2013;30;3
2;ALIA;2013;31;3
2;ALIA;2013;33;4
2;ALIA;2013;34;3
2;ALIA;2013;37;5
2;ALIA;2013;44;4
2;ALIA;2013;56;3
2;ALIA;2013;59;3
2;ALIA;2013;67;3
2;ALIA;2013;69;10
2;ALIA;2013;74;3
2;ALIA;2013;75;10
2;ALIA;2013;76;3
2;ALIA;2013;91;9
2;ALIA;2013;92;6
2;ALIA;2013;93;12
2;ALIA;2013;94;10
2;ALIA;2013;95;6
2;ALIA;2014;13;6
2;ALIA;2014;25;5
2;ALIA;2014;31;6
2;ALIA;2014;33;5
2;ALIA;2014;34;6
2;ALIA;2014;35;3
2;ALIA;2014;38;3
2;ALIA;2014;45;4
2;ALIA;2014;51;3
2;ALIA;2014;59;10
2;ALIA;2014;66;3
2;ALIA;2014;67;7
2;ALIA;2014;68;6
2;ALIA;2014;69;13
2;ALIA;2014;75;12
2;ALIA;2014;77;4
2;ALIA;2014;78;7
2;ALIA;2014;83;4
2;ALIA;2014;91;3
2;ALIA;2014;92;15
2;ALIA;2014;93;14
2;ALIA;2014;94;8
2;ALIA;2014;95;9
2;ALIA;2014;974;4
2;ALIA;2015;13;10
2;ALIA;2015;31;4
2;ALIA;2015;33;4
2;ALIA;2015;34;6
2;ALIA;2015;37;3
2;ALIA;2015;38;3
2;ALIA;2015;44;3
2;ALIA;2015;59;14
2;ALIA;2015;67;4
2;ALIA;2015;69;16
2;ALIA;2015;73;3
2;ALIA;2015;74;3
2;ALIA;2015;75;12
2;ALIA;2015;76;6
2;ALIA;2015;77;4
2;ALIA;2015;78;4
2;ALIA;2015;84;3
2;ALIA;2015;91;6
2;ALIA;2015;92;17
2;ALIA;2015;93;8
2;ALIA;2015;94;5
2;ALIA;2015;95;9
2;ALIA;2016;06;4
2;ALIA;2016;13;24
2;ALIA;2016;21;3
2;ALIA;2016;26;4
2;ALIA;2016;29;4
2;ALIA;2016;30;3
2;ALIA;2016;31;7
2;ALIA;2016;33;3
2;ALIA;2016;34;5
2;ALIA;2016;35;4
2;ALIA;2016;38;5
2;ALIA;2016;41;3
2;ALIA;2016;42;4
2;ALIA;2016;44;3
2;ALIA;2016;51;6
2;ALIA;2016;54;3
2;ALIA;2016;57;6
2;ALIA;2016;59;16
2;ALIA;2016;60;6
2;ALIA;2016;64;6
2;ALIA;2016;67;4
2;ALIA;2016;68;4
2;ALIA;2016;69;20
2;ALIA;2016;71;4
2;ALIA;2016;75;22
2;ALIA;2016;76;10
2;ALIA;2016;77;8
2;ALIA;2016;78;14
2;ALIA;2016;83;4
2;ALIA;2016;85;3
2;ALIA;2016;89;3
2;ALIA;2016;91;7
2;ALIA;2016;92;18
2;ALIA;2016;93;24
2;ALIA;2016;94;9
2;ALIA;2016;95;15
2;ALIA;2016;974;4
2;ALIA;2017;06;8
2;ALIA;2017;13;8
2;ALIA;2017;14;3
2;ALIA;2017;16;3
2;ALIA;2017;25;4
2;ALIA;2017;26;3
2;ALIA;2017;30;8
2;ALIA;2017;31;4
2;ALIA;2017;33;9
2;ALIA;2017;34;5
2;ALIA;2017;37;3
2;ALIA;2017;38;8
2;ALIA;2017;42;6
2;ALIA;2017;44;7
2;ALIA;2017;45;5
2;ALIA;2017;49;3
2;ALIA;2017;57;3
2;ALIA;2017;59;18
2;ALIA;2017;60;3
2;ALIA;2017;62;6
2;ALIA;2017;63;3
2;ALIA;2017;66;3
2;ALIA;2017;67;7
2;ALIA;2017;68;3
2;ALIA;2017;69;20
2;ALIA;2017;74;4
2;ALIA;2017;75;21
2;ALIA;2017;76;4
2;ALIA;2017;77;6
2;ALIA;2017;78;13
2;ALIA;2017;81;3
2;ALIA;2017;84;4
2;ALIA;2017;91;7
2;ALIA;2017;92;16
2;ALIA;2017;93;18
2;ALIA;2017;94;13
2;ALIA;2017;95;10
2;ALIA;2017;974;4
2;ALIA;2018;06;8
2;ALIA;2018;13;17
2;ALIA;2018;25;3
2;ALIA;2018;28;4
2;ALIA;2018;30;10
2;ALIA;2018;31;5
2;ALIA;2018;33;3
2;ALIA;2018;34;12
2;ALIA;2018;35;7
2;ALIA;2018;37;5
2;ALIA;2018;38;5
2;ALIA;2018;42;5
2;ALIA;2018;44;7
2;ALIA;2018;45;5
2;ALIA;2018;49;3
2;ALIA;2018;54;3
2;ALIA;2018;56;3
2;ALIA;2018;59;25
2;ALIA;2018;60;3
2;ALIA;2018;62;3
2;ALIA;2018;63;7
2;ALIA;2018;67;5
2;ALIA;2018;69;11
2;ALIA;2018;75;20
2;ALIA;2018;76;9
2;ALIA;2018;77;7
2;ALIA;2018;78;7
2;ALIA;2018;83;3
2;ALIA;2018;90;3
2;ALIA;2018;91;10
2;ALIA;2018;92;18
2;ALIA;2018;93;18
2;ALIA;2018;94;16
2;ALIA;2018;95;12
2;ALIA;2018;973;3
2;ALIA;2019;06;3
2;ALIA;2019;13;13
2;ALIA;2019;21;5
2;ALIA;2019;22;4
2;ALIA;2019;31;14
2;ALIA;2019;33;3
2;ALIA;2019;34;4
2;ALIA;2019;35;3
2;ALIA;2019;38;6
2;ALIA;2019;42;4
2;ALIA;2019;44;3
2;ALIA;2019;45;5
2;ALIA;2019;57;3
2;ALIA;2019;59;21
2;ALIA;2019;62;5
2;ALIA;2019;63;3
2;ALIA;2019;67;4
2;ALIA;2019;68;5
2;ALIA;2019;69;17
2;ALIA;2019;75;25
2;ALIA;2019;76;6
2;ALIA;2019;77;3
2;ALIA;2019;78;8
2;ALIA;2019;83;5
2;ALIA;2019;87;3
2;ALIA;2019;91;10
2;ALIA;2019;92;20
2;ALIA;2019;93;16
2;ALIA;2019;94;11
2;ALIA;2019;95;11
2;ALIA;2019;974;3
2;ALIA;2020;01;6
2;ALIA;2020;06;9
2;ALIA;2020;11;3
2;ALIA;2020;13;15
2;ALIA;2020;29;4
2;ALIA;2020;31;5
2;ALIA;2020;34;6
2;ALIA;2020;37;5
2;ALIA;2020;38;5
2;ALIA;2020;44;4
2;ALIA;2020;49;3
2;ALIA;2020;59;16
2;ALIA;2020;67;8
2;ALIA;2020;69;10
2;ALIA;2020;74;3
2;ALIA;2020;75;12
2;ALIA;2020;76;3
2;ALIA;2020;77;5
2;ALIA;2020;91;3
2;ALIA;2020;92;12
2;ALIA;2020;93;12
2;ALIA;2020;94;10
2;ALIA;2020;95;8
2;ALIA;2020;974;5
2;ALIA;XXXX;XX;1387
2;ALÏA;XXXX;XX;41
2;ALIAA;XXXX;XX;22
2;ALIAH;2010;75;3
2;ALIAH;2010;92;3
2;ALIAH;2010;974;3
2;ALIAH;2011;75;4
2;ALIAH;2011;95;3
2;ALIAH;2017;971;3
2;ALIAH;2019;76;4
2;ALIAH;XXXX;XX;175
2;ALIANA;2007;974;3
2;ALIANA;2010;974;3
2;ALIANA;2012;59;3
2;ALIANA;2017;59;3
2;ALIANA;XXXX;XX;192
2;ALICA;XXXX;XX;34
2;ALICE;1900;01;24
2;ALICE;1900;02;31
2;ALICE;1900;03;44
2;ALICE;1900;05;5
2;ALICE;1900;06;3
2;ALICE;1900;07;12
2;ALICE;1900;08;15
2;ALICE;1900;09;8
2;ALICE;1900;10;21
2;ALICE;1900;11;17
2;ALICE;1900;12;27
2;ALICE;1900;13;9
2;ALICE;1900;14;42
2;ALICE;1900;15;9
2;ALICE;1900;16;33
2;ALICE;1900;17;16
2;ALICE;1900;18;42
2;ALICE;1900;19;5
2;ALICE;1900;21;23
2;ALICE;1900;22;23
2;ALICE;1900;23;33
2;ALICE;1900;24;33
2;ALICE;1900;25;35
2;ALICE;1900;26;22
2;ALICE;1900;27;32
2;ALICE;1900;28;23
2;ALICE;1900;29;7
2;ALICE;1900;30;37
2;ALICE;1900;31;4
2;ALICE;1900;32;15
2;ALICE;1900;33;22
2;ALICE;1900;34;22
2;ALICE;1900;35;16
2;ALICE;1900;36;27
2;ALICE;1900;37;21
2;ALICE;1900;38;51
2;ALICE;1900;39;12
2;ALICE;1900;40;19
2;ALICE;1900;41;26
2;ALICE;1900;42;18
2;ALICE;1900;43;10
2;ALICE;1900;44;38
2;ALICE;1900;45;45
2;ALICE;1900;46;10
2;ALICE;1900;47;18
2;ALICE;1900;49;21
2;ALICE;1900;50;47
2;ALICE;1900;51;27
2;ALICE;1900;52;15
2;ALICE;1900;53;19
2;ALICE;1900;54;52
2;ALICE;1900;55;19
2;ALICE;1900;56;9
2;ALICE;1900;57;29
2;ALICE;1900;58;41
2;ALICE;1900;59;142
2;ALICE;1900;60;24
2;ALICE;1900;61;37
2;ALICE;1900;62;95
2;ALICE;1900;63;29
2;ALICE;1900;64;8
2;ALICE;1900;65;4
2;ALICE;1900;66;15
2;ALICE;1900;67;44
2;ALICE;1900;68;36
2;ALICE;1900;69;35
2;ALICE;1900;70;23
2;ALICE;1900;71;43
2;ALICE;1900;72;71
2;ALICE;1900;73;24
2;ALICE;1900;74;39
2;ALICE;1900;75;382
2;ALICE;1900;76;136
2;ALICE;1900;77;33
2;ALICE;1900;78;83
2;ALICE;1900;79;78
2;ALICE;1900;80;25
2;ALICE;1900;81;31
2;ALICE;1900;82;8
2;ALICE;1900;83;4
2;ALICE;1900;85;49
2;ALICE;1900;86;33
2;ALICE;1900;87;13
2;ALICE;1900;88;27
2;ALICE;1900;89;42
2;ALICE;1900;90;9
2;ALICE;1900;971;10
2;ALICE;1900;972;8
2;ALICE;1900;973;3
2;ALICE;1900;974;7
2;ALICE;1901;01;15
2;ALICE;1901;02;40
2;ALICE;1901;03;47
2;ALICE;1901;04;4
2;ALICE;1901;05;3
2;ALICE;1901;06;5
2;ALICE;1901;07;13
2;ALICE;1901;08;13
2;ALICE;1901;09;7
2;ALICE;1901;10;21
2;ALICE;1901;11;16
2;ALICE;1901;12;29
2;ALICE;1901;13;11
2;ALICE;1901;14;49
2;ALICE;1901;15;4
2;ALICE;1901;16;40
2;ALICE;1901;17;27
2;ALICE;1901;18;34
2;ALICE;1901;19;10
2;ALICE;1901;21;37
2;ALICE;1901;22;28
2;ALICE;1901;23;41
2;ALICE;1901;24;35
2;ALICE;1901;25;45
2;ALICE;1901;26;19
2;ALICE;1901;27;46
2;ALICE;1901;28;27
2;ALICE;1901;29;19
2;ALICE;1901;30;27
2;ALICE;1901;31;9
2;ALICE;1901;32;21
2;ALICE;1901;33;26
2;ALICE;1901;34;24
2;ALICE;1901;35;16
2;ALICE;1901;36;32
2;ALICE;1901;37;26
2;ALICE;1901;38;65
2;ALICE;1901;39;27
2;ALICE;1901;40;25
2;ALICE;1901;41;31
2;ALICE;1901;42;22
2;ALICE;1901;43;13
2;ALICE;1901;44;29
2;ALICE;1901;45;48
2;ALICE;1901;46;13
2;ALICE;1901;47;16
2;ALICE;1901;48;3
2;ALICE;1901;49;30
2;ALICE;1901;50;56
2;ALICE;1901;51;31
2;ALICE;1901;52;18
2;ALICE;1901;53;29
2;ALICE;1901;54;45
2;ALICE;1901;55;26
2;ALICE;1901;56;21
2;ALICE;1901;57;21
2;ALICE;1901;58;50
2;ALICE;1901;59;132
2;ALICE;1901;60;30
2;ALICE;1901;61;40
2;ALICE;1901;62;97
2;ALICE;1901;63;37
2;ALICE;1901;64;17
2;ALICE;1901;65;8
2;ALICE;1901;66;4
2;ALICE;1901;67;47
2;ALICE;1901;68;45
2;ALICE;1901;69;38
2;ALICE;1901;70;27
2;ALICE;1901;71;55
2;ALICE;1901;72;87
2;ALICE;1901;73;34
2;ALICE;1901;74;38
2;ALICE;1901;75;364
2;ALICE;1901;76;129
2;ALICE;1901;77;25
2;ALICE;1901;78;69
2;ALICE;1901;79;56
2;ALICE;1901;80;27
2;ALICE;1901;81;26
2;ALICE;1901;82;12
2;ALICE;1901;83;5
2;ALICE;1901;85;57
2;ALICE;1901;86;43
2;ALICE;1901;87;17
2;ALICE;1901;88;37
2;ALICE;1901;89;31
2;ALICE;1901;90;5
2;ALICE;1901;971;7
2;ALICE;1901;972;9
2;ALICE;1901;973;3
2;ALICE;1901;974;5
2;ALICE;1902;01;22
2;ALICE;1902;02;37
2;ALICE;1902;03;50
2;ALICE;1902;05;7
2;ALICE;1902;06;8
2;ALICE;1902;07;10
2;ALICE;1902;08;23
2;ALICE;1902;09;8
2;ALICE;1902;10;19
2;ALICE;1902;11;19
2;ALICE;1902;12;19
2;ALICE;1902;13;13
2;ALICE;1902;14;41
2;ALICE;1902;16;25
2;ALICE;1902;17;33
2;ALICE;1902;18;48
2;ALICE;1902;19;5
2;ALICE;1902;21;33
2;ALICE;1902;22;19
2;ALICE;1902;23;48
2;ALICE;1902;24;39
2;ALICE;1902;25;42
2;ALICE;1902;26;17
2;ALICE;1902;27;35
2;ALICE;1902;28;29
2;ALICE;1902;29;13
2;ALICE;1902;30;29
2;ALICE;1902;31;11
2;ALICE;1902;32;10
2;ALICE;1902;33;31
2;ALICE;1902;34;32
2;ALICE;1902;35;17
2;ALICE;1902;36;24
2;ALICE;1902;37;29
2;ALICE;1902;38;60
2;ALICE;1902;39;30
2;ALICE;1902;40;17
2;ALICE;1902;41;22
2;ALICE;1902;42;23
2;ALICE;1902;43;7
2;ALICE;1902;44;25
2;ALICE;1902;45;47
2;ALICE;1902;46;11
2;ALICE;1902;47;14
2;ALICE;1902;48;4
2;ALICE;1902;49;23
2;ALICE;1902;50;68
2;ALICE;1902;51;42
2;ALICE;1902;52;18
2;ALICE;1902;53;27
2;ALICE;1902;54;51
2;ALICE;1902;55;26
2;ALICE;1902;56;17
2;ALICE;1902;57;23
2;ALICE;1902;58;40
2;ALICE;1902;59;123
2;ALICE;1902;60;29
2;ALICE;1902;61;43
2;ALICE;1902;62;98
2;ALICE;1902;63;37
2;ALICE;1902;64;11
2;ALICE;1902;65;6
2;ALICE;1902;66;9
2;ALICE;1902;67;40
2;ALICE;1902;68;47
2;ALICE;1902;69;31
2;ALICE;1902;70;28
2;ALICE;1902;71;47
2;ALICE;1902;72;75
2;ALICE;1902;73;35
2;ALICE;1902;74;40
2;ALICE;1902;75;413
2;ALICE;1902;76;145
2;ALICE;1902;77;32
2;ALICE;1902;78;89
2;ALICE;1902;79;62
2;ALICE;1902;80;27
2;ALICE;1902;81;29
2;ALICE;1902;82;13
2;ALICE;1902;83;6
2;ALICE;1902;85;71
2;ALICE;1902;86;47
2;ALICE;1902;87;13
2;ALICE;1902;88;21
2;ALICE;1902;89;40
2;ALICE;1902;90;11
2;ALICE;1902;971;7
2;ALICE;1902;972;10
2;ALICE;1902;974;6
2;ALICE;1903;01;23
2;ALICE;1903;02;30
2;ALICE;1903;03;58
2;ALICE;1903;04;5
2;ALICE;1903;06;7
2;ALICE;1903;07;19
2;ALICE;1903;08;22
2;ALICE;1903;09;6
2;ALICE;1903;10;20
2;ALICE;1903;11;13
2;ALICE;1903;12;41
2;ALICE;1903;13;14
2;ALICE;1903;14;48
2;ALICE;1903;15;6
2;ALICE;1903;16;26
2;ALICE;1903;17;20
2;ALICE;1903;18;41
2;ALICE;1903;19;3
2;ALICE;1903;21;39
2;ALICE;1903;22;22
2;ALICE;1903;23;45
2;ALICE;1903;24;32
2;ALICE;1903;25;42
2;ALICE;1903;26;27
2;ALICE;1903;27;36
2;ALICE;1903;28;23
2;ALICE;1903;29;23
2;ALICE;1903;30;29
2;ALICE;1903;31;9
2;ALICE;1903;32;14
2;ALICE;1903;33;25
2;ALICE;1903;34;35
2;ALICE;1903;35;27
2;ALICE;1903;36;32
2;ALICE;1903;37;29
2;ALICE;1903;38;58
2;ALICE;1903;39;14
2;ALICE;1903;40;23
2;ALICE;1903;41;32
2;ALICE;1903;42;23
2;ALICE;1903;43;18
2;ALICE;1903;44;28
2;ALICE;1903;45;50
2;ALICE;1903;46;15
2;ALICE;1903;47;17
2;ALICE;1903;49;31
2;ALICE;1903;50;66
2;ALICE;1903;51;26
2;ALICE;1903;52;16
2;ALICE;1903;53;26
2;ALICE;1903;54;50
2;ALICE;1903;55;19
2;ALICE;1903;56;22
2;ALICE;1903;57;26
2;ALICE;1903;58;44
2;ALICE;1903;59;103
2;ALICE;1903;60;27
2;ALICE;1903;61;43
2;ALICE;1903;62;109
2;ALICE;1903;63;41
2;ALICE;1903;64;20
2;ALICE;1903;65;10
2;ALICE;1903;66;11
2;ALICE;1903;67;41
2;ALICE;1903;68;74
2;ALICE;1903;69;47
2;ALICE;1903;70;31
2;ALICE;1903;71;63
2;ALICE;1903;72;66
2;ALICE;1903;73;29
2;ALICE;1903;74;55
2;ALICE;1903;75;393
2;ALICE;1903;76;165
2;ALICE;1903;77;24
2;ALICE;1903;78;67
2;ALICE;1903;79;46
2;ALICE;1903;80;37
2;ALICE;1903;81;38
2;ALICE;1903;82;14
2;ALICE;1903;84;5
2;ALICE;1903;85;57
2;ALICE;1903;86;40
2;ALICE;1903;87;17
2;ALICE;1903;88;37
2;ALICE;1903;89;30
2;ALICE;1903;90;9
2;ALICE;1903;971;6
2;ALICE;1903;972;13
2;ALICE;1903;973;5
2;ALICE;1903;974;10
2;ALICE;1904;01;21
2;ALICE;1904;02;27
2;ALICE;1904;03;42
2;ALICE;1904;05;7
2;ALICE;1904;06;8
2;ALICE;1904;07;17
2;ALICE;1904;08;19
2;ALICE;1904;09;11
2;ALICE;1904;10;25
2;ALICE;1904;11;13
2;ALICE;1904;12;28
2;ALICE;1904;13;12
2;ALICE;1904;14;41
2;ALICE;1904;15;11
2;ALICE;1904;16;22
2;ALICE;1904;17;21
2;ALICE;1904;18;49
2;ALICE;1904;19;11
2;ALICE;1904;21;32
2;ALICE;1904;22;39
2;ALICE;1904;23;37
2;ALICE;1904;24;26
2;ALICE;1904;25;39
2;ALICE;1904;26;26
2;ALICE;1904;27;58
2;ALICE;1904;28;26
2;ALICE;1904;29;18
2;ALICE;1904;30;36
2;ALICE;1904;31;15
2;ALICE;1904;32;13
2;ALICE;1904;33;30
2;ALICE;1904;34;30
2;ALICE;1904;35;14
2;ALICE;1904;36;26
2;ALICE;1904;37;30
2;ALICE;1904;38;64
2;ALICE;1904;39;23
2;ALICE;1904;40;24
2;ALICE;1904;41;35
2;ALICE;1904;42;17
2;ALICE;1904;43;9
2;ALICE;1904;44;40
2;ALICE;1904;45;42
2;ALICE;1904;46;7
2;ALICE;1904;47;14
2;ALICE;1904;49;23
2;ALICE;1904;50;66
2;ALICE;1904;51;38
2;ALICE;1904;52;14
2;ALICE;1904;53;27
2;ALICE;1904;54;59
